,Product_A,Product_B,Lift,product_A_name,product_B_name
18545,13629,40706,2.070979921702136,Organic Snipped Green Beans,Organic Grape Tomatoes
18105,21267,30776,2.070959910169646,Sourdough Bread,Organic Raw Kombucha Gingerade
22417,40571,8277,2.070904348896942,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Apple Honeycrisp Organic
13673,32478,2295,2.0706827470866536,Reduced Fat 2% Milk,Yellow Bell Pepper
37197,24024,8174,2.0704991150442478,1% Lowfat Milk,Organic Navel Orange
17961,21267,47626,2.0703798093544723,Sourdough Bread,Large Lemon
22752,2078,43768,2.07030528331969,Unsalted Pure Irish Butter,Organic Bell Pepper
23241,40723,5876,2.0702494690905695,Organic Cripps Pink Apples,Organic Lemon
25637,13646,40571,2.070245955442295,Lemon Hummus,Total 2% Greek Strained Yogurt with Cherry 5.3 oz
35535,26940,8518,2.0702357059413217,Organic Large Green Asparagus,Organic Red Onion
7391,260,27845,2.0702229221543,Cantaloupe,Organic Whole Milk
2899,20114,44359,2.070074464127293,Jalapeno Peppers,Organic Small Bunch Celery
7377,41220,41787,2.0700032414124236,Organic Romaine Lettuce,Bartlett Pears
19515,5818,45007,2.0698158039188916,White Onion,Organic Zucchini
4021,11777,4920,2.0697263086821205,Red Raspberries,Seedless Red Grapes
9567,17948,26369,2.0696270180753054,Frozen Organic Wild Blueberries,Organic Roma Tomato
2262,27521,8277,2.0695225299970454,Organic Lacinato (Dinosaur) Kale,Apple Honeycrisp Organic
27384,47630,33754,2.0694603085907435,Medium Navel Orange,Total 2% with Strawberry Lowfat Greek Strained Yogurt
22986,25466,42450,2.0694140648522525,Water,Macaroni & Cheese
14344,46654,44683,2.0692919670224237,Organic Grade A Large Brown Eggs,Brussels Sprouts
39493,19677,46802,2.0692615693134555,Original Pure Creamy Almond Milk,Pineapple Chunks
4245,27156,34969,2.069201392996884,Organic Black Beans,Red Vine Tomato
41644,6348,19057,2.0689700603291645,Mini Original Babybel Cheese,Organic Large Extra Fancy Fuji Apple
22233,45603,9839,2.0689255807466784,Trilogy Kombucha Drink,Organic Broccoli
3085,28842,47766,2.0688323583233075,Bunched Cilantro,Organic Avocado
42524,329,27104,2.0687640981034554,Organic Whole Grassmilk Milk,Fresh Cauliflower
34584,13249,42768,2.0685618323572563,Skim Milk,Organic Garbanzo Beans
26646,17461,47144,2.06850861161385,Air Chilled Organic Boneless Skinless Chicken Breasts,Unsweetened Original Almond Breeze Almond Milk
23283,40723,18465,2.0684307686290615,Organic Cripps Pink Apples,Organic Grade A Free Range Large Brown Eggs
9113,14992,22825,2.068351910667145,Green Beans,Organic D'Anjou Pears
269,46979,4920,2.0682849656990085,Asparagus,Seedless Red Grapes
34722,30169,47626,2.0681408659227967,Total 2% All Natural Plain Greek Yogurt,Large Lemon
34119,35547,3952,2.0680883395300214,Organic Baby Kale,Organic Broccoli Crowns
1155,43961,31717,2.067954505899784,Organic Peeled Whole Baby Carrots,Organic Cilantro
8903,41844,8021,2.067934980241945,Honey Nut Cheerios,100% Recycled Paper Towels
5503,4799,41950,2.0677943729291375,Shredded Parmesan,Organic Tomato Cluster
69,45007,21903,2.0675669278215487,Organic Zucchini,Organic Baby Spinach
17549,29987,33120,2.067059527989673,Shredded Mozzarella,Organic Egg Whites
27500,14678,47209,2.0669607856460845,Organic Frozen Peas,Organic Hass Avocado
25733,2966,21709,2.066761818426628,Pure Coconut Water,Sparkling Lemon Water
7178,28849,27104,2.0666264395893865,No Salt Added Black Beans,Fresh Cauliflower
21375,4957,22035,2.0664358537055034,Total 2% Lowfat Greek Strained Yogurt With Blueberry,Organic Whole String Cheese
18251,24799,40604,2.066352446064792,Vanilla Skyr Nonfat Yogurt,Feta Cheese Crumbles
26311,890,23375,2.0657815073137655,Organic Diced Tomatoes,Marinara Sauce
20634,2086,42768,2.0657815073137655,Sustainably Soft Bath Tissue,Organic Garbanzo Beans
33077,41665,32864,2.065688811395515,Organic Mexican Blend Finely Shredded Cheese,Organic Baby Rainbow Carrots
32953,41665,11520,2.065630138722143,Organic Mexican Blend Finely Shredded Cheese,Large Alfresco Eggs
40014,15872,24489,2.0655569467559225,Celery Hearts,Organic Whole Strawberries
13122,39408,47144,2.065530042735882,Gala Apples,Unsweetened Original Almond Breeze Almond Milk
4634,38739,34358,2.065487150114785,Hass Avocado,Garlic
2217,27521,47626,2.065207332779644,Organic Lacinato (Dinosaur) Kale,Large Lemon
43510,22959,25146,2.0651938383318704,Reduced Fat Milk 100% Lactose Free,Original Orange Juice
11621,13870,25146,2.0651938383318704,Lightly Salted Baked Snap Pea Crisps,Original Orange Juice
26367,28934,37646,2.065115021653617,Frozen Broccoli Florets,Organic Gala Apples
37728,44422,10749,2.065102015209807,Organic Old Fashioned Rolled Oats,Organic Red Bell Pepper
22010,29447,37067,2.065072016786181,"Milk, Organic, Vitamin D",Organic Banana
31201,39619,20114,2.064850144484621,Organic Tomato Basil Pasta Sauce,Jalapeno Peppers
13977,10246,5025,2.0647849894617085,Organic Celery Hearts,Green Onions
21077,23375,10246,2.0647849894617085,Marinara Sauce,Organic Celery Hearts
13283,32689,4210,2.064770423860059,Romaine Hearts,Whole Milk
35304,35042,34969,2.064581518055959,Black Beans,Red Vine Tomato
16625,35939,31343,2.064360037930573,Organic Jalapeno Pepper,Shredded Mild Cheddar Cheese
29546,31040,2295,2.0642370420373566,Sea Salt Pita Chips,Yellow Bell Pepper
32994,41665,14947,2.064226143847484,Organic Mexican Blend Finely Shredded Cheese,Pure Sparkling Water
4053,11777,43961,2.0640687591568954,Red Raspberries,Organic Peeled Whole Baby Carrots
20082,47672,35939,2.0636353514457144,Uncured Hickory Smoked Sunday Bacon,Organic Jalapeno Pepper
8927,43772,4920,2.0635713047572124,Cherubs Heavenly Salad Tomatoes,Seedless Red Grapes
38131,37158,32864,2.06354764652234,Chicken & Maple Breakfast Sausage,Organic Baby Rainbow Carrots
6703,5025,21616,2.0634577935822542,Green Onions,Organic Baby Arugula
29979,1158,33000,2.0634328358208953,Mango Chunks,Pure Irish Butter
13417,18523,8277,2.063418117424131,Total 2% All Natural Greek Strained Yogurt with Honey,Apple Honeycrisp Organic
40649,28993,31683,2.0631957671957677,Iceberg Lettuce,Original No Pulp 100% Florida Orange Juice
17768,3952,21137,2.0631121306321383,Organic Broccoli Crowns,Organic Strawberries
39234,43086,43768,2.062986981784554,Super Greens Salad,Organic Bell Pepper
8212,19678,33731,2.0629393507819636,Organic Russet Potato,Grated Parmesan
39587,19677,45,2.062619159665116,Original Pure Creamy Almond Milk,European Cucumber
37958,37158,27966,2.062242671725433,Chicken & Maple Breakfast Sausage,Organic Raspberries
29182,18027,5876,2.0622344133902315,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Organic Lemon
29668,20082,42265,2.0621857170486413,Organic Whole Milk with DHA Omega-3,Organic Baby Carrots
39426,19677,16759,2.0621267996580346,Original Pure Creamy Almond Milk,Organic Carrot Bunch
9663,43122,46667,2.061914887659026,Organic Bartlett Pear,Organic Ginger Root
34196,47734,47209,2.0619134102684495,Organic Green Cabbage,Organic Hass Avocado
38182,37158,21376,2.06184925339763,Chicken & Maple Breakfast Sausage,Pretzel Crisps Original Deli Style Pretzel Crackers
28208,26790,47209,2.0617883416779073,Organic AppleApple,Organic Hass Avocado
19066,42450,24830,2.061742219805181,Macaroni & Cheese,Organic Romaine
31012,36865,46676,2.0616653663469524,Non Fat Raspberry Yogurt,Total 0% Nonfat Greek Yogurt
3488,33731,21137,2.061480005650998,Grated Parmesan,Organic Strawberries
21283,38456,25659,2.0614039194955254,Large Grapefruit,Organic Coconut Milk
13870,10246,26209,2.061242554412768,Organic Celery Hearts,Limes
37489,47141,3957,2.061131001043047,Cola,100% Raw Coconut Water
42007,5646,30233,2.060998792778069,Organic Turkey Bacon,Organic Large Brown Grade AA Cage Free Eggs
9703,43122,43295,2.0609832609024807,Organic Bartlett Pear,Unsweetened Vanilla Almond Milk
21215,38456,9387,2.060614714319608,Large Grapefruit,Granny Smith Apples
22304,45603,26620,2.0605067584445558,Trilogy Kombucha Drink,Peach Pear Flavored Sparkling Water
31713,36070,31506,2.0603214915347374,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",Extra Virgin Olive Oil
39696,28156,15290,2.0602869491388964,Total 0% Nonfat Plain Greek Yogurt,Orange Bell Pepper
1039,48679,47766,2.0602506012021524,Organic Garnet Sweet Potato (Yam),Organic Avocado
15232,48205,16797,2.0602228431337544,Spinach,Strawberries
15762,28289,26209,2.060065732644558,Organic Shredded Carrots,Limes
2957,27344,49235,2.0599905761811907,Uncured Genoa Salami,Organic Half & Half
41987,5646,21709,2.0598780756531214,Organic Turkey Bacon,Sparkling Lemon Water
20974,23375,33198,2.0598409639930866,Marinara Sauce,Sparkling Natural Mineral Water
3803,31506,39928,2.0597594350745494,Extra Virgin Olive Oil,Organic Kiwi
28039,5782,196,2.0597412105087542,Grade A Large White Eggs,Soda
43093,24561,42265,2.059676102997991,Organic Cheese Frozen Pizza,Organic Baby Carrots
2142,37067,39928,2.0596340950616137,Organic Banana,Organic Kiwi
40101,15872,5818,2.059620267543515,Celery Hearts,White Onion
15797,28289,49683,2.0595733949745894,Organic Shredded Carrots,Cucumber Kirby
19441,10132,14992,2.0595550923336323,Organic American Cheese Singles,Green Beans
19347,10132,5077,2.059488472405043,Organic American Cheese Singles,100% Whole Wheat Bread
31187,39619,39928,2.0594247542876203,Organic Tomato Basil Pasta Sauce,Organic Kiwi
646,26604,4920,2.0594071604194606,Organic Blackberries,Seedless Red Grapes
296,8518,4605,2.0592723964409765,Organic Red Onion,Yellow Onions
21203,38456,3957,2.0591956667697673,Large Grapefruit,100% Raw Coconut Water
44457,33768,46969,2.059142851107872,Sinfully Sweet Campari Tomatoes,Organic Bosc Pear
32036,39180,33120,2.059138351724389,Organic Lowfat 1% Milk,Organic Egg Whites
731,27104,19057,2.0590216395232686,Fresh Cauliflower,Organic Large Extra Fancy Fuji Apple
1231,17794,47626,2.058988656175357,Carrots,Large Lemon
6567,8193,45007,2.0587555318492305,Russet Potato,Organic Zucchini
34855,30169,43122,2.058705931332423,Total 2% All Natural Plain Greek Yogurt,Organic Bartlett Pear
5669,40604,37687,2.058603168236498,Feta Cheese Crumbles,Organic Spring Mix
27636,14678,39475,2.058595942839215,Organic Frozen Peas,Total Greek Strained Yogurt
43178,24561,42736,2.0585883826870908,Organic Cheese Frozen Pizza,Unsalted Butter
6106,24489,13176,2.0584132764011125,Organic Whole Strawberries,Bag of Organic Bananas
17693,40174,8193,2.058301573417218,2% Reduced Fat Organic Milk,Russet Potato
1991,18465,27104,2.058193274448644,Organic Grade A Free Range Large Brown Eggs,Fresh Cauliflower
13483,18523,41787,2.0580456709259107,Total 2% All Natural Greek Strained Yogurt with Honey,Bartlett Pears
12350,36695,37687,2.057979859584904,Organic Hothouse Cucumbers,Organic Spring Mix
37952,37158,21137,2.057734260990473,Chicken & Maple Breakfast Sausage,Organic Strawberries
12826,43789,40604,2.057494767118015,Organic Basil,Feta Cheese Crumbles
27411,47630,30776,2.057485196039413,Medium Navel Orange,Organic Raw Kombucha Gingerade
27829,34050,5479,2.057434018866289,Orange Juice,Italian Sparkling Mineral Water
27290,47630,30489,2.057395628201527,Medium Navel Orange,Original Hummus
24400,1511,11777,2.0572484363564523,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Red Raspberries
18061,21267,40604,2.057109773494805,Sourdough Bread,Feta Cheese Crumbles
10565,25146,8021,2.057108095528637,Original Orange Juice,100% Recycled Paper Towels
43858,20955,5818,2.057007641411325,Cereal,White Onion
17137,42342,41787,2.056982198013372,Roasted Turkey Breast,Bartlett Pears
36401,36550,16759,2.0569026647275943,Organic Extra Large Grade AA Brown Eggs,Organic Carrot Bunch
24415,1511,4799,2.0568945291497354,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,Shredded Parmesan
108,30391,21903,2.0567943286675288,Organic Cucumber,Organic Baby Spinach
29707,20082,9076,2.0567603693903656,Organic Whole Milk with DHA Omega-3,Blueberries
37783,44422,34243,2.0567572228459885,Organic Old Fashioned Rolled Oats,Organic Baby Broccoli
39971,15872,22825,2.0566545796370392,Celery Hearts,Organic D'Anjou Pears
42669,329,25931,2.056635348340243,Organic Whole Grassmilk Milk,Organic Baby Spinach Salad
8160,19678,37646,2.0563933780722614,Organic Russet Potato,Organic Gala Apples
2873,20114,46979,2.056260816234316,Jalapeno Peppers,Asparagus
6993,42828,11777,2.056102756627929,Whipped Cream Cheese,Red Raspberries
966,49683,4605,2.056101756042908,Cucumber Kirby,Yellow Onions
2562,46667,47626,2.0558463647324725,Organic Ginger Root,Large Lemon
17971,21267,4920,2.0557337565315,Sourdough Bread,Seedless Red Grapes
3137,28842,34126,2.055726603500448,Bunched Cilantro,Organic Italian Parsley Bunch
32667,7948,31717,2.055716307999237,Organic Unsalted Butter,Organic Cilantro
26280,890,43768,2.0556506127170415,Organic Diced Tomatoes,Organic Bell Pepper
41337,48745,26209,2.05561666044461,Globe Eggplant,Limes
38921,27695,21405,2.055303897355581,Natural Chicken & Sage Breakfast Sausage,"Organic Red Radish, Bunch"
24118,16083,19057,2.0552982432375,Organic Large Brown Eggs,Organic Large Extra Fancy Fuji Apple
8858,41844,4210,2.0549063384343307,Honey Nut Cheerios,Whole Milk
25206,34448,47626,2.054768659352178,Original Veggie Straws,Large Lemon
20993,23375,46906,2.0546751551239066,Marinara Sauce,Grape White/Green Seedless
30215,10673,4210,2.0546463882333903,Original Nooks & Crannies English Muffins,Whole Milk
41666,6348,17794,2.054603747550466,Mini Original Babybel Cheese,Carrots
34348,47734,36695,2.054563803894507,Organic Green Cabbage,Organic Hothouse Cucumbers
16765,25931,43295,2.054559874071618,Organic Baby Spinach Salad,Unsweetened Vanilla Almond Milk
21229,38456,26369,2.0545188028639436,Large Grapefruit,Organic Roma Tomato
24125,16083,27086,2.054516014147235,Organic Large Brown Eggs,Half & Half
44603,13984,24838,2.05443863023408,Organic Mint,Unsweetened Almondmilk
6214,24489,42585,2.0542052177572194,Organic Whole Strawberries,Organic Extra Firm Tofu
30956,36865,4210,2.0541893939299576,Non Fat Raspberry Yogurt,Whole Milk
6905,42828,21137,2.0541696917548045,Whipped Cream Cheese,Organic Strawberries
8774,36011,19678,2.054008877401955,Organic Fat Free Milk,Organic Russet Potato
5479,4799,45066,2.0538844854796943,Shredded Parmesan,Honeycrisp Apple
36589,6104,47766,2.0537975553696515,Whole Milk Plain Yogurt,Organic Avocado
13314,32689,24489,2.0537566033833916,Romaine Hearts,Organic Whole Strawberries
6830,41787,49683,2.0535690771295347,Bartlett Pears,Cucumber Kirby
6741,5025,23909,2.053448483389504,Green Onions,2% Reduced Fat Milk
27148,39993,28849,2.053263126222356,Vine Ripe Tomatoes,No Salt Added Black Beans
16709,25931,34126,2.0532163136021664,Organic Baby Spinach Salad,Organic Italian Parsley Bunch
8574,42768,34969,2.053124253849176,Organic Garbanzo Beans,Red Vine Tomato
17974,21267,45066,2.053026844360473,Sourdough Bread,Honeycrisp Apple
6356,32655,19057,2.0529945321386167,Organic Large Grade AA Brown Eggs,Organic Large Extra Fancy Fuji Apple
6720,5025,17794,2.052950566274549,Green Onions,Carrots
35557,26940,48679,2.0528049902176293,Organic Large Green Asparagus,Organic Garnet Sweet Potato (Yam)
7163,28849,46979,2.0526977559964275,No Salt Added Black Beans,Asparagus
39142,43086,21709,2.052684150488329,Super Greens Salad,Sparkling Lemon Water
6844,41787,21938,2.052329327856008,Bartlett Pears,Green Bell Pepper
17418,29987,31717,2.0521699313896926,Shredded Mozzarella,Organic Cilantro
6855,41787,8174,2.0520913766295896,Bartlett Pears,Organic Navel Orange
9883,39475,22935,2.0520230163279645,Total Greek Strained Yogurt,Organic Yellow Onion
6950,42828,8424,2.0517488205856034,Whipped Cream Cheese,Broccoli Crown
6147,24489,39877,2.051747340558845,Organic Whole Strawberries,Organic Granny Smith Apple
19921,47672,5876,2.0516604657287436,Uncured Hickory Smoked Sunday Bacon,Organic Lemon
17238,18531,21616,2.0514829316158325,Organic Heavy Whipping Cream,Organic Baby Arugula
28630,14084,3952,2.051364526167447,Organic Unsweetened Vanilla Almond Milk,Organic Broccoli Crowns
12585,42701,8518,2.0513435599604404,Organic Sour Cream,Organic Red Onion
39495,19677,5212,2.0513053285686116,Original Pure Creamy Almond Milk,Watermelon Chunks
41361,48745,21616,2.0512772035435582,Globe Eggplant,Organic Baby Arugula
23121,48364,5025,2.0512616372943078,Sweet Onion,Green Onions
29925,1158,27086,2.0512428459207723,Mango Chunks,Half & Half
24207,16083,41787,2.051227701807776,Organic Large Brown Eggs,Bartlett Pears
38452,15937,13646,2.051214072297269,Shallot,Lemon Hummus
2849,15290,34358,2.0511102093947287,Orange Bell Pepper,Garlic
31105,36865,890,2.051078436087333,Non Fat Raspberry Yogurt,Organic Diced Tomatoes
29567,31040,18523,2.0508601502323844,Sea Salt Pita Chips,Total 2% All Natural Greek Strained Yogurt with Honey
27884,34050,31343,2.0508524155949277,Orange Juice,Shredded Mild Cheddar Cheese
3045,9839,39877,2.050818605460616,Organic Broccoli,Organic Granny Smith Apple
12286,36695,24184,2.0508072174738845,Organic Hothouse Cucumbers,Red Peppers
22719,2078,39475,2.0506490397377197,Unsalted Pure Irish Butter,Total Greek Strained Yogurt
40185,15872,28156,2.050612751317522,Celery Hearts,Total 0% Nonfat Plain Greek Yogurt
17467,29987,20114,2.0506016098475794,Shredded Mozzarella,Jalapeno Peppers
25674,2966,46979,2.0503860462384136,Pure Coconut Water,Asparagus
9278,46676,14947,2.050224767684467,Total 0% Nonfat Greek Yogurt,Pure Sparkling Water
39800,28156,31683,2.0501787592008416,Total 0% Nonfat Plain Greek Yogurt,Original No Pulp 100% Florida Orange Juice
36644,6104,34969,2.050111852658922,Whole Milk Plain Yogurt,Red Vine Tomato
31083,36865,4957,2.0500890108890273,Non Fat Raspberry Yogurt,Total 2% Lowfat Greek Strained Yogurt With Blueberry
6166,24489,9076,2.0500547218739373,Organic Whole Strawberries,Blueberries
14169,25659,39475,2.05005345355549,Organic Coconut Milk,Total Greek Strained Yogurt
14341,46654,25146,2.049790786181375,Organic Grade A Large Brown Eggs,Original Orange Juice
9764,21405,28985,2.0495022295059027,"Organic Red Radish, Bunch",Michigan Organic Kale
28867,40396,29987,2.049498158740736,Guacamole,Shredded Mozzarella
43983,13535,31717,2.0494486184664322,Organic Medium Salsa,Organic Cilantro
29610,31040,4957,2.049405268028253,Sea Salt Pita Chips,Total 2% Lowfat Greek Strained Yogurt With Blueberry
41448,48745,28849,2.0493321821389694,Globe Eggplant,No Salt Added Black Beans
36819,6104,47630,2.0493088319567443,Whole Milk Plain Yogurt,Medium Navel Orange
23456,30450,4605,2.0492896396374065,Creamy Almond Butter,Yellow Onions
11798,31343,40706,2.0492361325097206,Shredded Mild Cheddar Cheese,Organic Grape Tomatoes
15388,48205,32689,2.048873783259573,Spinach,Romaine Hearts
31229,39619,37687,2.0488346372789423,Organic Tomato Basil Pasta Sauce,Organic Spring Mix
5868,34243,11777,2.048627747656874,Organic Baby Broccoli,Red Raspberries
6509,26369,22825,2.0484286482438687,Organic Roma Tomato,Organic D'Anjou Pears
29977,1158,31506,2.0483093559730845,Mango Chunks,Extra Virgin Olive Oil
13327,32689,11182,2.0482809378361764,Romaine Hearts,Baby Spinach
7450,260,8174,2.0482186024551465,Cantaloupe,Organic Navel Orange
11964,5212,30489,2.0481731727477683,Watermelon Chunks,Original Hummus
7153,28849,22935,2.0480839146218295,No Salt Added Black Beans,Organic Yellow Onion
23549,30450,32655,2.0478937772485746,Creamy Almond Butter,Organic Large Grade AA Brown Eggs
6960,42828,11520,2.0478293671356234,Whipped Cream Cheese,Large Alfresco Eggs
28474,14084,21616,2.047730218936048,Organic Unsweetened Vanilla Almond Milk,Organic Baby Arugula
11018,44683,21405,2.0476997074605023,Brussels Sprouts,"Organic Red Radish, Bunch"
35603,26940,27156,2.047682923968291,Organic Large Green Asparagus,Organic Black Beans
29176,18027,30391,2.047571209037198,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,Organic Cucumber
2821,15290,48679,2.047475482102375,Orange Bell Pepper,Organic Garnet Sweet Potato (Yam)
23029,48364,8518,2.04724742665381,Sweet Onion,Organic Red Onion
1216,44359,24184,2.0471833011056573,Organic Small Bunch Celery,Red Peppers
21143,38456,19057,2.0471563719667403,Large Grapefruit,Organic Large Extra Fancy Fuji Apple
28288,26790,38689,2.047112417718047,Organic AppleApple,Organic Reduced Fat Milk
21137,38456,42265,2.0468500260824203,Large Grapefruit,Organic Baby Carrots
24249,16083,42701,2.0468211976148485,Organic Large Brown Eggs,Organic Sour Cream
37817,44422,18362,2.0468211976148485,Organic Old Fashioned Rolled Oats,Organic Bread with 21 Whole Grains
9346,1463,5450,2.0467950391525735,Organic Milk,Small Hass Avocado
39396,19677,34126,2.0467444591244677,Original Pure Creamy Almond Milk,Organic Italian Parsley Bunch
9975,39475,4799,2.0466697725196,Total Greek Strained Yogurt,Shredded Parmesan
41572,48745,20082,2.046656813754976,Globe Eggplant,Organic Whole Milk with DHA Omega-3
3855,3957,31717,2.0465246838839195,100% Raw Coconut Water,Organic Cilantro
4229,27156,41950,2.0464823638361476,Organic Black Beans,Organic Tomato Cluster
24611,10957,4210,2.0464730702875413,Fridge Pack Cola,Whole Milk
34630,13249,17600,2.046438176396216,Skim Milk,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry"
28261,26790,21938,2.0462598094641042,Organic AppleApple,Green Bell Pepper
2368,8174,42265,2.0460024691358027,Organic Navel Orange,Organic Baby Carrots
7898,22963,46979,2.045636046363854,Organic Roasted Turkey Breast,Asparagus
44484,33768,17461,2.0455511491203615,Sinfully Sweet Campari Tomatoes,Air Chilled Organic Boneless Skinless Chicken Breasts
41187,17872,31553,2.0455327542070587,Total 2% Lowfat Plain Greek Yogurt,Fresh Ginger Root
2348,8174,21137,2.045295770930923,Organic Navel Orange,Organic Strawberries
8861,41844,46906,2.0452648260986677,Honey Nut Cheerios,Grape White/Green Seedless
26187,890,47144,2.0451236922406277,Organic Diced Tomatoes,Unsweetened Original Almond Breeze Almond Milk
14888,35921,27845,2.045019549192266,Organic Large Grade A Brown Eggs,Organic Whole Milk
1160,43961,37646,2.044963475270727,Organic Peeled Whole Baby Carrots,Organic Gala Apples
21258,38456,2295,2.044956547797423,Large Grapefruit,Yellow Bell Pepper
5786,34243,27966,2.044579186578939,Organic Baby Broccoli,Organic Raspberries
34905,30169,3952,2.0445644227657866,Total 2% All Natural Plain Greek Yogurt,Organic Broccoli Crowns
12055,5212,28849,2.044548087486268,Watermelon Chunks,No Salt Added Black Beans
18632,13629,37687,2.0443475600899004,Organic Snipped Green Beans,Organic Spring Mix
36249,16349,2086,2.044294924028184,Organic Yams,Sustainably Soft Bath Tissue
34364,47734,35921,2.044133547035656,Organic Green Cabbage,Organic Large Grade A Brown Eggs
10681,31553,38739,2.0440989695662592,Fresh Ginger Root,Hass Avocado
3415,46906,45007,2.0436709531698813,Grape White/Green Seedless,Organic Zucchini
25574,13646,26620,2.042867321240108,Lemon Hummus,Peach Pear Flavored Sparkling Water
5564,4799,37687,2.042810779119237,Shredded Parmesan,Organic Spring Mix
4064,11777,34969,2.042772366854978,Red Raspberries,Red Vine Tomato
18033,21267,9839,2.042768364287907,Sourdough Bread,Organic Broccoli
1240,17794,30391,2.0425723774255244,Carrots,Organic Cucumber
1908,39928,40706,2.0425656775386303,Organic Kiwi,Organic Grape Tomatoes
13858,40310,32689,2.0423712986618074,Oven Roasted Turkey Breast,Romaine Hearts
39125,43086,37067,2.0423680385901877,Super Greens Salad,Organic Banana
10517,25146,27344,2.0420989768197098,Original Orange Juice,Uncured Genoa Salami
30505,45,11182,2.0419599132742396,European Cucumber,Baby Spinach
27368,47630,42736,2.041760398155852,Medium Navel Orange,Unsalted Butter
24351,1511,5077,2.0416589926633155,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,100% Whole Wheat Bread
14481,23288,5025,2.0412618455058866,Distilled Water,Green Onions
2290,22825,45007,2.0412246483430425,Organic D'Anjou Pears,Organic Zucchini
4602,38739,39877,2.0412126394765018,Hass Avocado,Organic Granny Smith Apple
23179,48364,43768,2.041201950263439,Sweet Onion,Organic Bell Pepper
17132,42342,43295,2.040975775660811,Roasted Turkey Breast,Unsweetened Vanilla Almond Milk
9758,21405,19057,2.040711593437179,"Organic Red Radish, Bunch",Organic Large Extra Fancy Fuji Apple
31748,36070,260,2.0406229503621316,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",Cantaloupe
5452,37687,38739,2.0405952003349146,Organic Spring Mix,Hass Avocado
30583,45,33787,2.040561502157081,European Cucumber,Total 2% Lowfat Greek Strained Yogurt with Peach
3787,31506,48679,2.040378779250252,Extra Virgin Olive Oil,Organic Garnet Sweet Potato (Yam)
40431,37766,1158,2.0402853520857254,XL Emerald White Seedless Grapes,Mango Chunks
30000,1158,16185,2.040285352085725,Mango Chunks,Sharp Cheddar Cheese
36088,16349,39877,2.040253674531376,Organic Yams,Organic Granny Smith Apple
34231,47734,24184,2.040243824889398,Organic Green Cabbage,Red Peppers
119,30391,24964,2.040090481215571,Organic Cucumber,Organic Garlic
31154,39619,30489,2.03997632390807,Organic Tomato Basil Pasta Sauce,Original Hummus
12723,43789,21903,2.0399101840871516,Organic Basil,Organic Baby Spinach
13918,10246,11520,2.039860013731847,Organic Celery Hearts,Large Alfresco Eggs
20489,33787,40174,2.0394902006728146,Total 2% Lowfat Greek Strained Yogurt with Peach,2% Reduced Fat Organic Milk
9632,43122,5077,2.0394074361391468,Organic Bartlett Pear,100% Whole Wheat Bread
29665,20082,45066,2.0394025365378026,Organic Whole Milk with DHA Omega-3,Honeycrisp Apple
4612,38739,24838,2.039365693751848,Hass Avocado,Unsweetened Almondmilk
26514,28934,31683,2.0392919784375256,Frozen Broccoli Florets,Original No Pulp 100% Florida Orange Juice
28037,5782,23909,2.0390599554778657,Grade A Large White Eggs,2% Reduced Fat Milk
6506,26369,37067,2.038820839591968,Organic Roma Tomato,Organic Banana
2782,15290,16797,2.038778328221225,Orange Bell Pepper,Strawberries
29890,1158,24852,2.0386769284735173,Mango Chunks,Banana
42164,5646,4562,2.0386141679249996,Organic Turkey Bacon,English Seedless Cucumber
22652,2078,34358,2.0383029132320742,Unsalted Pure Irish Butter,Garlic
22520,40571,31343,2.0381667305500106,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,Shredded Mild Cheddar Cheese
43061,40709,15872,2.0381555701905687,Sea Salt & Vinegar Potato Chips,Celery Hearts
25622,13646,10132,2.0381281770992,Lemon Hummus,Organic American Cheese Singles
23476,30450,24184,2.0380096685348894,Creamy Almond Butter,Red Peppers
3391,21709,5785,2.037831675162995,Sparkling Lemon Water,Organic Reduced Fat 2% Milk
31291,39619,40310,2.0378182416265744,Organic Tomato Basil Pasta Sauce,Oven Roasted Turkey Breast
29636,31040,39993,2.037284424850976,Sea Salt Pita Chips,Vine Ripe Tomatoes
1494,25890,26209,2.036969767516537,Boneless Skinless Chicken Breasts,Limes
12038,5212,20995,2.036879833993586,Watermelon Chunks,Organic Broccoli Florets
23504,30450,22825,2.03672171446388,Creamy Almond Butter,Organic D'Anjou Pears
29758,20082,43295,2.0366365134745874,Organic Whole Milk with DHA Omega-3,Unsweetened Vanilla Almond Milk
4047,11777,39877,2.036580399405789,Red Raspberries,Organic Granny Smith Apple
17762,40174,28465,2.0365613013898956,2% Reduced Fat Organic Milk,Icelandic Style Skyr Blueberry Non-fat Yogurt
19786,20119,38689,2.0363582000823848,Sparkling Water Berry,Organic Reduced Fat Milk
12415,33120,45007,2.036344699125128,Organic Egg Whites,Organic Zucchini
